y_true,q0.1,q0.5,q0.9
1073.5697,956.05133,1047.8749,1189.341
1081.3217,960.7138,1053.7886,1197.015
1071.6624,959.77655,1051.787,1194.2946
1083.463,957.4861,1049.6643,1191.7968
1078.4465,958.2699,1050.5464,1192.9418
1067.9861,953.8348,1045.64,1186.8337
1079.9667,950.9534,1041.2948,1181.0823
988.8659,949.17285,1038.0417,1176.5831
947.2797,932.5236,1017.46014,1150.2239
1066.4274,918.1824,999.77844,1127.5905
1056.523,924.8564,1008.0509,1137.9712
1008.2698,910.0038,991.4706,1117.2992
938.45526,887.4878,966.5137,1086.4293
981.1025,858.1604,933.542,1045.4052
955.3876,844.10864,917.41595,1024.9535
930.93353,821.97687,892.66565,994.2508
906.0453,798.50824,866.2804,961.45404
880.1223,776.0008,840.19727,928.7203
849.3674,752.676,813.8569,895.96655
810.1996,725.0977,782.9705,857.6684
784.9852,692.116,746.5107,812.54865
757.7398,664.6807,715.6737,774.1557
724.5934,634.42004,683.53394,738.85
696.0871,608.42444,655.5829,707.0982
666.1711,579.78973,631.24005,687.9168
632.64996,544.5808,602.9555,665.5335
600.45715,498.04565,567.10925,637.4161
565.18604,454.6855,533.72107,611.23
528.4836,412.20526,501.02072,585.645
488.55377,365.32,465.03513,558.05383
458.67477,313.9996,425.60522,527.5687
424.6323,273.17545,394.16763,502.93198
390.146,236.83391,366.09033,480.52115
355.76117,198.22092,336.1471,456.1649
321.30432,160.39603,306.73718,431.84827
286.4683,123.14276,277.74805,407.71097
253.28954,89.17014,251.28702,385.626
834.3352,779.7488,833.7736,915.20734
829.5307,777.9613,830.0958,909.82886
831.3677,775.27014,826.4641,905.04785
828.4964,776.48004,827.5242,906.1842
875.64655,775.78503,826.0607,904.1144
893.0646,797.1363,849.70746,933.2796
907.1098,809.4138,863.7926,950.9085
908.9706,821.27637,877.2347,967.6993
896.502,828.2344,885.51416,978.2311
884.53406,829.1114,886.9651,980.3373
884.8168,829.05634,887.44867,981.3082
908.1907,832.81226,892.1921,987.441
908.16095,843.6155,905.0274,1003.5501
912.83276,844.65497,906.2757,1005.13806
911.0145,848.82935,910.8454,1010.8834
903.39667,849.90125,913.4626,1014.80444
904.89044,848.07983,912.1406,1013.5719
875.7461,848.6974,913.3637,1015.3519
950.9301,838.7129,903.72864,1004.1752
916.355,861.5824,928.14966,1033.8248
724.67914,851.75946,919.34314,1023.9381
759.0166,784.28253,851.7468,943.9194
894.2098,796.09515,862.2124,955.8998
977.5544,841.4874,908.08795,1010.4025
970.7531,868.75555,936.233,1044.13
958.38745,873.9208,942.68475,1052.4635
938.05695,874.77423,943.9781,1054.2845
962.4852,871.5748,941.5784,1051.8794
965.0033,881.8,952.08344,1064.5046
992.1785,886.0323,956.8239,1070.3953
983.06445,897.3183,969.9604,1086.6727
978.2506,896.2102,969.20605,1085.9436
992.2866,896.78235,970.44403,1087.7162
997.1901,903.072,978.07336,1097.3916
988.3835,905.89685,981.9237,1102.4404
980.7514,904.53973,980.75104,1101.1687
983.2597,903.5637,979.7322,1099.8966
989.7129,906.5728,983.6913,1105.0958
1008.7384,911.31116,989.1941,1112.1217
1017.04004,917.8206,997.1477,1122.247
1032.8727,921.1487,1002.67145,1129.704
1022.23047,925.4877,1006.98486,1134.8844
1026.7676,923.33527,1005.2229,1132.9006
1023.6609,923.03467,1005.146,1132.8021
1020.501,922.0619,1004.8077,1132.7067
1014.8728,926.63837,1010.5456,1140.123
1027.1509,929.68365,1014.02527,1144.5392
1045.2623,935.8738,1022.3086,1155.4108
1027.4624,941.8847,1030.5226,1166.4115
1026.0565,938.0726,1026.7341,1162.0494
1033.4264,938.9606,1029.4738,1166.1526
1040.1747,942.8099,1035.2701,1173.8925
1061.1266,944.51855,1039.1371,1179.5088
1054.4576,948.41437,1045.8761,1188.9426
1037.9806,948.7638,1045.7881,1188.6385
1049.8462,949.46265,1045.442,1187.834
1045.4899,948.96594,1045.1805,1187.619
1050.4579,943.0249,1039.3578,1180.739
1054.3042,939.66785,1035.9991,1176.7699
1061.8422,937.85516,1034.7144,1175.5647
1078.3087,937.9197,1036.7649,1179.0374
1073.2915,939.8769,1038.8096,1181.5146
1071.7765,937.18854,1035.0643,1176.5491
1068.301,930.98315,1027.2115,1166.3558
1049.0671,922.2184,1019.18567,1157.1678
1042.1796,915.23114,1009.46765,1144.2349
1034.9142,910.26324,1003.0248,1135.8864
1050.0186,907.1481,998.06665,1129.2628
1042.0806,898.45593,988.18634,1116.8501
1020.92896,882.5596,970.19135,1094.3964
999.78516,863.7243,949.62036,1069.0206
980.142,847.64655,930.9293,1045.5243
957.5685,832.42053,912.3432,1021.88965
931.13275,817.74384,893.83075,998.1184
902.16254,797.0557,870.49884,969.05646
875.0096,771.1895,842.38336,934.4487
850.7044,744.58563,813.2737,898.54877
824.5572,720.7218,786.0154,864.4673
797.9236,693.5862,754.789,825.29205
770.95856,669.30237,726.36255,789.50305
744.01764,642.4478,696.78766,755.2185
715.79315,617.9782,669.3821,725.2445
685.709,594.0606,646.9771,704.9395
655.9882,565.6552,623.0645,686.40594
625.4169,527.27545,590.6946,659.02936
594.21674,485.4342,558.0473,632.98694
564.0747,444.04425,526.1422,607.8642
528.88806,406.31528,497.00864,584.6133
492.98465,365.4121,465.48816,559.86774
457.7376,318.00204,429.0242,531.513
424.56772,276.5122,397.0516,506.35272
390.82254,237.12082,366.5659,481.6921
357.0249,199.60187,337.4936,458.20883
322.94073,165.95181,311.40625,437.01172
288.82886,134.18372,286.74738,416.84744
255.70862,104.982185,264.1364,398.66757
890.5623,821.20624,886.35565,983.2604
908.3346,820.0448,883.4976,978.8176
920.64124,826.56335,889.6211,985.8598
920.81995,832.57983,895.39215,992.5273
921.91235,835.4038,898.2751,995.9554
926.8676,839.29144,902.99457,1001.95685
917.0045,844.1282,908.40125,1008.68713
917.89124,843.9729,908.16473,1008.4919
914.12573,847.0043,911.02765,1011.8923
921.05316,849.2531,913.4208,1014.8948
941.8866,856.2783,921.5854,1025.2078
971.4407,868.26843,935.37787,1042.4795
965.8052,882.64594,951.9761,1063.2476
962.05457,885.5844,955.39215,1067.5574
958.7166,887.7383,957.35645,1069.8892
989.1025,891.3357,961.70667,1075.4711
985.4717,905.386,977.98444,1095.8457
974.35724,907.43756,980.4656,1099.0034
998.58685,906.0501,979.04736,1097.2911
993.128,916.86444,991.6988,1113.1846
999.14746,917.80066,992.69617,1114.4946
999.30597,920.71295,995.49554,1117.7948
986.01086,920.6688,995.1251,1117.1821
985.3963,918.57355,993.5744,1115.618
990.949,921.465,998.206,1122.0002
1014.9452,925.10394,1002.2265,1127.1222
1030.8037,933.9152,1011.2884,1138.039
1012.8696,939.933,1018.5498,1147.2001
1009.9041,936.65204,1016.7592,1145.8573
1018.0922,937.37463,1018.23706,1148.0605
997.44855,939.7871,1021.9769,1153.0831
989.1738,933.4,1016.2086,1146.5562
976.0936,927.62994,1009.9363,1138.841
967.86066,922.8341,1006.81036,1135.8776
997.2183,918.6551,1003.7169,1132.684
994.9605,924.7749,1010.3529,1140.7064
979.04333,921.48676,1007.48566,1137.4913
976.70636,915.964,1002.3787,1131.7122
968.3914,918.8734,1007.6755,1139.2988
