y_true,q0.1,q0.5,q0.9
806.8845120081538,754.9533890099325,801.7769148880644,852.1359840003471
804.0581105192163,775.056302053094,817.4123811745657,863.752521995841
817.8219899550932,771.762055701444,816.5707948297957,862.8796208722854
819.7120824416148,779.9464902197096,824.9808208644093,871.247835919748
817.8535126482062,776.5258288255877,824.0203029932393,869.670203202855
818.8544561452985,775.1800365213455,822.1980750853913,866.7253594615519
821.1981481245846,774.6177164588025,822.2522937192791,866.7501336991089
820.7181316486638,775.3633429238585,823.647068925083,868.3372081949535
846.2485190445805,776.8964227981851,825.1601578087142,870.9184209275477
798.1787413816992,784.5416043602854,835.2276163674704,882.4550413154809
819.916608717931,759.3693770683593,808.6193854757635,854.2307846483832
810.1370330803302,782.3281417464104,832.0733330763651,881.0033610934147
826.6787223450938,774.7973747975639,825.3056797245264,874.7050191182512
836.7972716486177,790.3365562100605,841.5941011187846,891.4764441442626
859.160810370372,799.7741812396986,853.4156886728294,904.395142812502
884.5942137088429,813.388859508755,869.2455974603048,923.2443505496067
883.9228245538652,830.0663869038603,886.0264932592422,942.7883768434806
875.2798890971528,827.68145209563,884.1604244626242,941.1340346405955
891.4580516808003,825.9055366197565,884.0341741624268,942.1406488027278
892.4640672442755,838.8134934691107,895.5509355805613,954.1942251546479
878.4701632356685,838.6763497838521,896.1285632925748,954.8014598250447
859.2125977208152,828.7046197620923,889.8722451817854,950.9126851268734
882.6461485427985,818.7919950225466,887.5634141850683,961.3547050826407
900.9823057197158,840.5710592750579,904.6184445204769,969.1826196455224
920.6968506328919,854.3532337145386,917.2832744526194,976.2609453329001
918.2348132228665,863.2760244725962,927.1998258753945,986.0685325284735
927.0731068470594,864.6601058464161,928.6527439395038,988.0943926636598
923.2188700604031,868.2513072657894,933.2755244865593,993.0151279938123
920.4670204941391,865.8820269503192,930.6020518704088,990.3530017525695
930.5886784462199,865.1885698975177,930.7240022540243,991.3515814359671
913.9056313388282,869.3965513938442,934.9303050449961,994.9045787217053
915.9344005044718,863.4485905341546,931.0464431474295,994.6333281105374
920.4518872870865,867.1086999998662,934.8055732306559,997.5679810808833
936.4986366688249,872.4039029630493,940.8204756962548,1005.4098866350408
929.8945132221132,880.7216507521129,949.1366636539036,1011.1439336995518
920.4302917891306,877.2276915513955,947.5392792984826,1012.3504735133135
944.524168712838,872.3688006170339,949.0844809779758,1023.5147056296216
992.4474209792778,898.2876591345137,960.1992563671624,1023.4520461771865
999.900756516218,915.067055269272,972.8138162232191,1032.121236515904
979.3947907491408,915.6299558666582,972.6400240944572,1030.974981022155
947.1531840636136,904.1633114221455,961.9926625530163,1021.5878276921558
947.2837906338304,890.4039300411557,951.154688831034,1012.6521115085241
957.7707049822145,892.6874867435363,951.5768771920659,1011.9952207602283
953.8076338247201,896.3828471613178,952.5955032646687,1010.6559824828155
939.7748928834769,892.6962501641428,947.7881396900414,1004.7055846214278
944.9270581156761,886.7083400706143,941.2032062910994,997.4843506676509
928.8425011337281,889.2197165604898,942.2817827724475,997.2967800731475
952.0151571928009,887.3761240723159,939.5299656893837,993.9898455141919
947.8638920219894,899.1379212530653,950.5744731942581,1005.5193631785867
940.1219176273696,900.6581182640891,951.350882431118,1006.1731043550528
958.6625892952335,905.6176109694445,955.9284657655335,1011.8284934612605
976.0453909813087,918.9550924775441,972.2201946752541,1030.4327339432343
991.3524402156936,926.6022209878286,980.6971072663819,1040.4078080590098
998.313932371433,932.3167236781356,987.255854360083,1047.630785933633
977.670224324431,932.5489976897948,987.6889053989224,1048.5145702356624
976.217769543607,928.249230873459,982.4256770096449,1041.8116597187295
988.1615387615594,929.7505137711516,983.9913614049606,1044.0850572848133
994.1473107952478,936.3981088499725,992.7361867955883,1056.3327060020702
990.8854129603731,939.4597081802083,996.6829257360048,1063.0042965394398
974.6537489825396,941.1809835868221,998.1280891605339,1065.7027503103295
1003.3075328107299,942.6909512798593,999.8423034927489,1068.80924054038
1023.5161658538342,957.1109594636146,1015.4007600214877,1090.1946876730606
1029.7388379454906,963.9652185407391,1023.062056985191,1100.4190097690805
1016.4510864417991,965.277347628112,1024.610955859507,1103.2308487849102
1017.2737576801526,962.0010451708313,1021.3341395229097,1100.4898024435474
1030.3209093106511,963.5467759660912,1022.7310383130017,1104.33754796528
1020.1145207275947,966.5893817137098,1026.4788768053722,1111.1447088173459
1008.08301123421,960.0330661032469,1018.8837630598825,1104.0672258369018
1000.2755253427421,953.0438460875192,1011.0915036425215,1097.1229332831176
983.8505591099997,945.5427361986726,1002.122088154867,1091.0558915011143
982.36880283918,937.0511589858529,992.4238422568965,1082.942646692434
980.9506345486957,929.0424958377919,984.966224652549,1077.7491743474882
947.7674781643761,914.2673195061427,973.2896654796564,1066.433801204487
932.8393453697057,881.9053436879756,941.7945870696491,1035.5956146115948
908.8357096131484,861.3613820416138,924.5782811934254,1020.7358244250756
879.8539559429654,840.7116048442986,901.7014958757541,998.1210395952455
855.391834424937,819.9959701609828,877.8013423616488,973.846741203808
830.3216817968048,797.0615594041197,853.9548164536703,947.8593379268468
805.8408421751083,771.78608109474,829.3211949914095,920.2893678409437
781.0004466505978,745.8967320388426,804.5247402756422,892.0576274284995
751.4742193541044,720.112894111759,778.9988983298896,864.0501126038807
723.709095476842,690.5394684523867,747.2991928392019,827.2319464739529
693.366739890488,662.7604085790203,718.2767372083573,795.4398624056187
661.6083456096794,627.2537652455836,682.9148116427317,762.0549824899268
628.2027259950303,597.4499908460722,653.8095086853086,734.9011402383796
597.6285163177242,561.4056216138166,616.3849367853722,693.5149046429876
564.8339226659706,529.7299192612575,589.6066013494104,670.3958757243157
531.7596853149282,494.5023874796016,564.8607887623753,649.6028158082572
497.6540713381365,456.0887926537862,532.13380525537,619.0891786942066
462.8704849771931,419.010874853796,495.86037614120863,585.8535320837047
427.3034220212281,387.912102301335,464.89477248703145,557.9166390698882
391.99152407378125,353.02627301414844,431.7230715218331,522.1064339281484
356.89237005389566,319.136619262297,399.3188457762176,491.97938067838504
321.8899024942496,291.4016021676417,373.39108667573817,468.3151586539034
286.86723836452023,272.99252846989947,361.9786503333943,468.2543554765081
252.940443661321,268.36543372758683,365.8165894962748,490.8728954719811
809.0496589877866,764.9550668314482,810.0970204265218,858.9837408382997
823.7983343494075,775.8986401921954,819.2721282548024,865.8796814832856
804.5500392187905,784.6767133154129,828.7161537885568,875.3615863839185
796.3395477071483,771.2002328104742,820.3997080377234,868.0016237165669
818.2924049629453,770.023835604108,821.0892994460936,871.407869207455
835.5695437776087,785.8661357258,836.7858468028107,887.028104883964
841.372964146041,798.9339655904629,848.059256598297,898.0525167906726
840.794632759483,802.7909599538588,852.7821867762761,903.824358179069
857.4606859033971,802.4285268460054,854.5360203665175,907.0313062645007
847.0849847548368,812.8097727787688,864.641903191801,917.4447816080833
852.760280344773,804.2740075841978,858.7695182573357,912.2169418910285
861.3920549743302,808.8496404907154,863.2618802819691,916.9210021422289
844.6621785219688,814.4446015494354,868.701249137699,922.70359102868
843.4890034770327,804.4433315194055,860.4273765376897,914.3977314785132
859.3060068739206,806.7123617850951,864.7638559204775,921.0020356332333
886.2392313418386,817.4592214724761,876.2353805114957,933.4381281625131
883.3414445277147,833.5096787973227,890.6461665288787,948.1893980894208
877.6522923742391,829.0170800364965,886.4696635249771,943.7517318315223
868.4443285414436,823.3246575531382,882.0717654938273,938.6315505056065
876.528902963845,818.6094407267084,877.4879683968276,934.2084678200646
872.9756280376367,824.5018421888315,883.7108214276631,940.719368024613
889.7271292139858,822.9581231938919,881.8919472771973,938.896217593822
888.491338794407,831.0524136070203,890.5958297588629,949.4054326445746
880.2861098765354,831.2692147558845,891.3104270542627,950.0321748391377
877.0284772515201,829.9128900208793,891.1014801629819,950.5135335553671
884.9962631544623,828.8257395244557,892.1615688914051,954.030781795649
884.1873019087118,837.902253161571,901.6111183020118,965.6552029814009
873.5250163194373,839.4478335878177,907.5343391477667,978.6902343140594
908.0903120976473,832.0665362927823,912.7913053837158,997.5604867117271
942.8409711657748,869.2927659430376,939.0403241610547,1004.6677387214772
966.0356709758476,887.796650849104,955.3525488302835,1017.6592275588368
960.397584441077,901.012457974969,962.7700231613702,1025.0385277658113
964.9379467435838,900.8833801602557,962.5070569555692,1024.7806513738815
972.4451778268884,905.7262040174494,966.110239565865,1027.609727368852
967.4859552344486,909.6391429616691,969.9432175644462,1031.4134094261008
966.6471456254355,909.9634856369462,970.4058303590268,1031.990505909002
970.4748747917365,910.5180461769276,970.6665214683812,1031.8592870173939
975.8446290644184,911.5676510915764,970.4307770885008,1030.660145207224
967.2861292767487,913.1831777091465,970.9182229348326,1030.3219306340122
