y_true,q0.1,q0.5,q0.9
904.186,856.5796,921.1331,1000.29297
931.5636,844.2385,910.82367,988.6728
913.15094,852.05176,920.6635,1000.81116
943.76605,831.2904,900.24286,976.8157
839.56854,833.5565,904.2354,981.9459
873.0622,762.0029,841.8516,920.6612
885.4946,782.7073,854.0832,923.9488
807.464,731.2622,811.2521,888.7134
724.7838,691.75037,773.16895,846.4919
604.2591,590.84875,679.163,760.8534
585.4103,528.396,613.59247,697.61865
588.407,530.388,610.044,687.82544
646.3418,546.4747,618.01886,685.79126
680.6518,584.17426,646.3731,706.54443
667.60455,591.39105,651.6939,709.7307
603.4219,564.9894,629.69885,690.57513
569.0097,510.6025,588.4432,652.9151
569.3921,475.2831,562.17145,628.883
575.8953,455.1297,547.4251,614.8395
514.82275,442.30542,538.06506,605.2565
449.41287,378.7355,493.19473,563.7148
389.04214,321.7791,452.6129,525.20105
340.6175,262.00052,409.4851,482.2086
310.19846,210.27745,372.1062,444.77472
300.24844,173.92885,346.10773,419.81906
294.55936,149.54477,329.12982,405.21872
266.03238,126.54053,313.26648,392.02344
233.34724,87.754776,286.0379,367.2844
227.15701,48.295753,258.17065,341.33804
246.68678,31.19829,246.29442,331.0923
262.70145,36.917324,250.83087,337.31345
261.73434,44.68023,256.7527,344.59875
268.0635,43.95112,256.37164,344.8365
282.78964,51.76439,262.04025,350.8019
267.38846,68.033455,273.81458,362.9643
226.44597,60.49351,268.34644,357.36465
233.47505,34.893238,249.78575,338.26517
322.50015,50.835903,261.15216,349.43066
491.4327,157.4919,338.30588,428.60428
580.2956,315.57687,456.20996,551.7671
602.4429,403.00217,529.19946,632.74945
